model,experiment_name,experiment_path,dataset_path,dataset_metadata_path,input_mode,universe_count,universe_population,snapshot_count,snapshot_identities,top_n,node_features,normalization,normalization_scope,target_normalization,periodic,k,box_size,hidden_dim,num_layers,batch_size,epochs,patience,learning_rate,weight_decay,dropout,activation,convolution_type,self_loops,graph_pooling,graph_pooling_implementation,graph_embedding_dim,temporal_pooling,temporal_module,head_type,summary_features,hybrid,seed,split_ratios,train_count,val_count,test_count_declared,train_ids_hash,val_ids_hash,test_ids_hash,ordered_split_signature,split_valid,config_present,metrics_present,training_log_present,predictions_present,checkpoint_present,artifact_complete,prediction_ids_match_declared_test_order,test_mae,test_rmse,test_mse,test_r2,test_pearson,pearson_status,target_mean,prediction_mean,target_std,prediction_std,prediction_std_ratio,exact_repeated_prediction_fraction,approximate_repeated_prediction_fraction,prediction_range,residual_mean,residual_std,test_count,pearson_std_tolerance,unique_prediction_count,approximate_unique_prediction_count,approximate_repeat_tolerance,prediction_min,prediction_max,saved_primary_metrics_match_1e-6,maximum_saved_metric_absolute_delta,prediction_file_hash,candidate_family,reusable_status,compatibility_class,exclusion_reason,duplicate_status
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.06771104282407618,0.08468250058731779,0.007171125905721077,0.4756836838148185,0.7295852811252903,defined,0.3039233819836408,0.2762217589501125,0.11724113612703214,0.088169660570732,0.7520369000450416,0.0,0.0,0.508025236427784,-0.027701623033528303,0.08022321806662033,201.0,1e-12,201,201,1e-12,0.03011726588010788,0.5381425023078918,True,1.3877787807814457e-17,2a3d3dedbc194a7a82ba708f1152cfd7073eae2b0631f136988cef9132ae6b67,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean_max,EvolveGCNHRegressor.masked_graph_pool,64,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.09255385106030982,0.12261611541480621,0.015034711759417079,-0.09926178793132467,0.6365783569180014,defined,0.3039233819836408,0.3462650984970491,0.11724113612703214,0.14627621754265122,1.2476526786993878,0.0,0.0,0.8223100453615189,0.04234171651340836,0.11536073966530311,201.0,1e-12,201,201,1e-12,0.04938910901546478,0.8716991543769836,True,8.326672684688674e-17,c30206564db3b8b7308e5f673bbdc413dbf654af064f7ae39bd395477a93266b,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,last,dimension_preserving_temporal_mean_or_last,linear,False,False,777,0.6|0.1333333333|0.2666666667,450,99,201,a55be6d03d3d1c67b44898a475dc1d8c447c384ab71fea51d1cd78f8843e6bb1,7ef89a6896434879f1f550b816559a4eb79ec81220606328aeab80849e30016f,91fc0bf52e66a788bee317edce7b1152b4579d136c60cd16cbf34bce6185a424,6e71569b7785aa0483b56e359c68bac69e9c997617880855b75fd2bedcd84dae,True,True,True,True,True,True,True,True,0.04242752892757529,0.05463388133236454,0.0029848609894388904,0.7817621195217199,0.888094672066994,defined,0.3039233819836408,0.29495030889908475,0.11724113612703214,0.10794390601396506,0.9206999316093847,0.0,0.0,0.497289203107357,-0.008973073084556048,0.054026536753732396,201.0,1e-12,201,201,1e-12,0.06972531229257584,0.5670145153999329,True,4.336808689942018e-19,b27c694faa5689b6b4a7b86749eadfce2a2d0155af01f6cf5c8dc6d783db500c,u750_linear_temporal_last_alternative,alternative_protocol,temporal_pooling_incompatible,temporal pooling is last rather than mean,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none,experiments/evolvegcn_h_750u_top1000_h32_seed999_none,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,mlp,False,False,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.05742647932536567,0.07498271375767826,0.0056224073624659135,0.574071235177408,0.7630811594812715,defined,0.3078199008952326,0.3090484441068042,0.1151796354706024,0.09826223525021588,0.853121603039763,0.0,0.0,0.45576468110084534,0.0012285432115716128,0.07515984655561393,201.0,1e-12,201,201,1e-12,0.1241506040096283,0.5799152851104736,True,1.3877787807814457e-17,3585db01e539e54d3a3caf4275dfaefdf4ab75d84b09b1ae1e6b1fca1cf4a21b,u750_mlp_mean_alternative,alternative_protocol,head_incompatible,MLP head is not the linear-head canonical pooling protocol,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.046755118267749675,0.0640489534886356,0.0041022684429894065,0.6892302499179205,0.8531809827596344,defined,0.3078199008952326,0.31650091563142946,0.1151796354706024,0.11918570817769768,1.034781085134774,0.0,0.0,0.6648417450487614,0.008681014736196887,0.06361637342909478,201.0,1e-12,201,201,1e-12,-0.02140924707055092,0.6434324979782104,True,1.3877787807814457e-17,46b3c4c83c969bcbb7a62da6c0e40705e2ad12057fd0e994ed4e88620ce940ba,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean_max,EvolveGCNHRegressor.masked_graph_pool,64,mean,dimension_preserving_temporal_mean_or_last,linear,False,False,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.0736487074129617,0.09388745377597836,0.008814853976536472,0.3322255709570251,0.6827359329297797,defined,0.3078199008952326,0.26788456367319496,0.1151796354706024,0.09181284652493207,0.7971274275161749,0.0,0.0,0.4455169141292572,-0.039935337222037626,0.08518287933373762,201.0,1e-12,201,201,1e-12,0.054035693407058716,0.4995526075363159,True,1.3877787807814457e-17,f3a719741728e0293b747bd91a92a06a813b79215fb526c46d6465a82c9f93b6,canonical_750u_linear_mean_vs_mean_max,reusable_existing,canonical_graph_pooling_compatible,,unique
EvolveGCN-H,evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_temporal_last,experiments/evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_temporal_last,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.pt,data/processed/temporal_750u_none_top1000_periodic_knn/camels_750u_temporal_logmass_none_top1000_periodic_knn.metadata.json,temporal,750,LH_0..LH_749,5,five evenly selected snapshots; exact identities not persisted in sidecar,1000,log10_Mvir|X|Y|Z|VX|VY|VZ,none,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,2,4,300,40,0.001,1e-05,0.2,relu,evolvegcn_h,True,mean,EvolveGCNHRegressor.masked_graph_pool,32,last,dimension_preserving_temporal_mean_or_last,linear,False,False,999,0.6|0.1333333333|0.2666666667,450,99,201,d79f6c83d2ed417a81310fbaffcb1501a449f97543e9e1525b45962356dec054,134d0df96b22bef8754362d85227cc149fbfa44b7e9422c39922b8092e6b7979,c4b53f9a80ce7002f8091cc140acb3b8109ab10cfc4bea160045388084cca305,27af8142ba8da15f65baf969086cca0e3b72e105c29a41ac778d6c702a8cb678,True,True,True,True,True,True,True,True,0.05924060303180372,0.07704632305102217,0.00593613589568247,0.5503045462792338,0.7471609442993591,defined,0.3078199008952326,0.3123793156437613,0.1151796354706024,0.09525054907996615,0.8269738716465828,0.0,0.0,0.43336817622184753,0.004559414748528704,0.07710333566712622,201.0,1e-12,201,201,1e-12,0.08786675333976746,0.521234929561615,True,1.3877787807814457e-17,c1cc584ab1bca20c459eccfb1def1e29aa2772ea44dc629af3ab1ecceb19377c,u750_linear_temporal_last_alternative,alternative_protocol,temporal_pooling_incompatible,temporal pooling is last rather than mean,unique
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed123_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,gcn,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,123,0.7|0.15|0.15,350,75,75,d81289823cc3dffb04e598c2c4bafdc25a417f4ebb2ccd12a59e0bedd928db69,aa4504dafc03283b3300d9169ed883e83312e6bb3ba2276f0d08d50bfb569f59,73bcf976d95e8724ed12a8e8593838b272bb85e4d88f804080b7dbde03478803,853549f16ef8eb3d7f18ae850c94b13c0c8bf0e770bb99cfbffff48b03530266,True,True,True,True,True,True,True,True,0.09797952552636464,0.11387916187561663,0.012968463509492895,-0.001731828615830766,0.045320055979133085,defined,0.29364533245563507,0.3006382524967194,0.11454688870034196,0.00485832968128505,0.04241345824760534,0.4,0.4,0.023065149784088135,0.006992920041084289,0.11442967824078283,75.0,1e-12,45,45,1e-12,0.2827244997024536,0.30578964948654175,True,1.734723475976807e-18,985086a2f010f20e2d20d9cb6c07f1f33a824f0cf78682f6b8cceef744dcbd4c,static_u500_mean_anchor,compatible_anchor_only,compatible_anchor_only,only mean pooling was trained; no Static max or mean_max counterpart exists,unique
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed2025_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,gcn,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,2025,0.7|0.15|0.15,350,75,75,bfcce67d2d5770d9798a93a32e511bb9238b55f299556a3acf22839f1565ba0d,5c5e198658b93be53d5c6b106d3d1e25af2a81295b7e8bc06c4b624ccb700737,4f6630b8160ed530ac170187606eeaa72a7ba7ab3b4411fd0eaebd964847c936,3ce48b66c11e30bec459c52ba7f4a900809dd2b45be0995b8b56aeaefc747951,True,True,True,True,True,True,True,True,0.10383256067832311,0.11984426108389573,0.014362646914744965,-0.011819562856998811,0.10961641668339324,defined,0.29471200038989387,0.31252485036849975,0.11994453853216079,0.017765899730111973,0.14811762125666433,0.0,0.0,0.09558430314064026,0.017812849978605907,0.11931115332533784,75.0,1e-12,75,75,1e-12,0.2566410005092621,0.35222530364990234,True,1.3877787807814457e-17,b9640a876148a4123feca38d6347822ad1544ff9089d35a5fd5702b46c4101f2,static_u500_mean_anchor,compatible_anchor_only,compatible_anchor_only,only mean pooling was trained; no Static max or mean_max counterpart exists,unique
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed777_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed777_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,gcn,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,777,0.7|0.15|0.15,350,75,75,9e028b710634e9b1b293df00ea4b5e5c05bc57d8af2762a64dba7003e20de8fd,3eb53701de1f43c2177dae5afe6ade237b9c46e03fedd31dd0db121fdd413fb0,9b862661f99b6481815d497930a32680fe1b0973b7cbe1eff166f7d22bc870cf,bbfd7e59dfb0844e098e7db7ebe00b0b72161f6eb06472771745fd737839990a,True,True,True,True,True,True,True,True,0.09758672704299291,0.11453816065514755,0.01311899024626439,-0.03988834397349761,-0.06601276435887043,defined,0.30334133197863894,0.3063477218151093,0.1130763083066769,0.016127475183307823,0.14262470560648408,0.0,0.0,0.05851167440414429,0.003006389836470286,0.11526974181511762,75.0,1e-12,75,75,1e-12,0.286984384059906,0.3454960584640503,True,1.3877787807814457e-17,3fdc252d220f2484acb5ff7b746771c73fbbf80d89aa0a204efefdd2d6d3254d,static_u500_mean_anchor,compatible_anchor_only,compatible_anchor_only,only mean pooling was trained; no Static max or mean_max counterpart exists,unique
Static GCN,static_gcn_500u_top500_final_snapshot_h32_seed999_minmax,experiments/static_gcn_500u_top500_final_snapshot_h32_seed999_minmax,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,gcn,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,999,0.7|0.15|0.15,350,75,75,40075e712fbb50b5e1ed9f35f19d3d42658f893cfb60b63a3608294fdccff6d9,a2afa2846e592896c4d5cea120bee45b9c5b090ecf30eeca4cdd3d0f331e178f,1f04d71ea7453c8b9f045cafdaa0aa4752321e9f9bed06764164f0904fddbc34,d033c42cc03a8890de838709a8647c8682054f8213181a1567cf059fe84861c4,True,True,True,True,True,True,True,True,0.0942248339454333,0.11131843665360784,0.012391794339003302,-0.06508672502227775,0.10014338148534334,defined,0.314573332965374,0.28799598495165507,0.10858988781411083,0.02390692352713276,0.2201579171723405,0.7466666666666667,0.7466666666666667,0.13092273473739624,-0.026577348013718922,0.10882715767768489,75.0,1e-12,19,19,1e-12,0.16670045256614685,0.2976231873035431,True,0.0,123e59bad15ba6614455b2de647027d8429b7a7ccdd5b71261ed439cf8ca415b,static_u500_mean_anchor,compatible_anchor_only,compatible_anchor_only,only mean pooling was trained; no Static max or mean_max counterpart exists,unique
Static GCN,static_gcn_top500_final_snapshot_same_split_h32_seed42,experiments/static_gcn_top500_final_snapshot_same_split_h32_seed42,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,gcn,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,42,0.7|0.15|0.15,350,75,75,9f4c7237e094249f24613827f57850704abe7bd10c1cc1c849247cb49f14406e,0bf2228b54c463f6efd447d235b4a597656fadb9455474b6e70fe506e556762b,37e84726a7ca97b11f6207faf217b0876f55cc27e98bc2a96cce132dc47b3a0d,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,True,True,True,True,True,True,True,True,0.08630532364050547,0.10153666035926817,0.01030969339691338,-0.0038315795313037526,nan,undefined_zero_prediction_variance,0.2916933327913284,0.2979664206504822,0.10202514478236673,0.0,0.0,0.9866666666666667,0.9866666666666667,0.0,0.006273087859153747,0.10202514478236673,75.0,1e-12,1,1,1e-12,0.2979664206504822,0.2979664206504822,True,0.0,3a8bcdb50f152457a9901b0b284e0989042ac5553f6de3cbeb1ccf98e2638f22,static_u500_mean_anchor,compatible_anchor_only,compatible_anchor_only,only mean pooling was trained; no Static max or mean_max counterpart exists,unique
Static GCN (GraphSAGE conv),static_graphsage_500u_top500_final_snapshot_h32_seed42,experiments/static_graphsage_500u_top500_final_snapshot_h32_seed42,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.pt,data/processed/temporal_500u_minmax_top500_periodic_knn/camels_500u_temporal_logmass_minmax_top500_periodic_knn.metadata.json,static_final_snapshot,500,LH_0..LH_499,5,five evenly selected snapshots; exact identities not persisted in sidecar,500,log10_Mvir|X|Y|Z|VX|VY|VZ,minmax,per_universe_per_snapshot_per_feature,False,True,8,25.0,32,3,8,300,40,0.001,1e-05,0.2,relu,graphsage,True,mean,StaticGCNRegressor.pool_graph,32,not_applicable,not_applicable,static_mlp_readout,False,False,42,0.7|0.15|0.15,350,75,75,9f4c7237e094249f24613827f57850704abe7bd10c1cc1c849247cb49f14406e,0bf2228b54c463f6efd447d235b4a597656fadb9455474b6e70fe506e556762b,37e84726a7ca97b11f6207faf217b0876f55cc27e98bc2a96cce132dc47b3a0d,0f963679cd284fca861fc2c59d88bdae8e8f1f21e2cbe1bb73bd593b49056748,True,True,True,True,True,True,True,True,0.0872836575905482,0.10302447994873618,0.010614043468707543,-0.03346545917616961,0.04405053811438092,defined,0.2916933327913284,0.30980194807052613,0.10202514478236673,0.010510190667873278,0.10301568981149618,0.0,0.0,0.05047804117202759,0.018108615279197694,0.10210349241606934,75.0,1e-12,75,75,1e-12,0.28450649976730347,0.33498454093933105,True,0.0,7861df0a0d7e6e910e23bff4747f5d326e8e9c82eb606701719d2fc7eb2338b0,static_graphsage_u500_mean_anchor,alternative_protocol,architecture_incompatible,GraphSAGE message passing differs from Static GCN,unique
