experiment_family,family_name,scientific_question,changed_variable,fixed_variables,comparison_quality,model,universes,top_n,normalization,graph_pooling,temporal_pooling,head_type,seeds,independent_seed_count,missing_seeds,mean_test_mae,std_test_mae,mean_test_rmse,std_test_rmse,mean_test_r2,std_test_r2,best_experiment,best_seed,best_test_mae,notebook_or_report,evidence_status,scientific_conclusion,remaining_uncertainty
universe_scaling,evolvegcn-h_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=20;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,20,100,minmax,mean,mean,mlp,"42,2025",2,123,0.09782722344,0.004519009683,0.11064644012,0.0108517881972,-0.161759566181,0.297900767623,evolvegcn_h_u20_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp_canonical300_seed42,42,0.0946318010489,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u500_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=500;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,500,100,minmax,mean,mean,mlp,"42,123,2025",3,,0.0969619362553,0.00949162071337,0.113241389,0.00990364884803,-0.0323509698171,0.0195256811564,evolvegcn_h_500u_seed42_final32,42,0.0865370577574,notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u500_top500_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-linear,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=linear,partly_controlled,EvolveGCNHRegressor,500,500,minmax,mean,mean,linear,42,1,"123,2025",0.0846162504951,0,0.100461177719,0,0.0173210922184,0,evolvegcn_h_500u_top500_h32_seed42_linear_head,42,0.0846162504951,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u500_top500_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-linear,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=linear,partly_controlled,EvolveGCNHRegressor,500,500,minmax,mean,mean,linear,42,1,"123,2025",0.0870849124591,0,0.10453583276,0,-0.0640094147074,0,evolvegcn_h_500u_top500_h32_seed42_linear_head_targetnorm,42,0.0870849124591,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u500_top500_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,500,500,minmax,mean,mean,mlp,42,1,"123,2025",0.0812892826398,0,0.0988492880257,0,0.0486020849001,0,evolvegcn_h_500u_top500_h32_seed42,42,0.0812892826398,notebooks/visualization/05_evolvegcn_h_diagnostic_investigation.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u500_top500_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=500;top_n=500;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,500,500,minmax,mean,mean,mlp,42,1,"123,2025",0.0807562269767,0,0.0997944997985,0,0.0303202739197,0,evolvegcn_h_500u_top500_h32_seed42_leakyrelu,42,0.0807562269767,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,50,100,minmax,mean,mean,mlp,123,1,"42,2025",0.10247249715,0,0.121001250696,0,0.0571260154764,0,evolvegcn_h_50u_seed123_final32,123,0.10247249715,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,50,100,minmax,mean,mean,mlp,"42,2025",2,123,0.110449951142,0.0239495607592,0.126558459911,0.0174548481562,-0.0350299004674,0.141325306667,evolvegcn_h_50u_seed42,42,0.0935150543228,notebooks/visualization/02_graph_models_20u_to_200u_scaling_results.ipynb;notebooks/visualization/03_graph_models_20u_to_500u_clean_results.ipynb,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,evolvegcn-h_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=50;top_n=100;normalization=minmax;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=mlp,partly_controlled,EvolveGCNHRegressor,50,100,minmax,mean,mean,mlp,"42,2025",2,123,0.110449951142,0.0239495607592,0.126558459911,0.0174548481562,-0.0350299004674,0.141325306667,evolvegcn_h_u50_top100_norm-minmax_h32_l2_gpool-mean_tpool-mean_head-mlp_canonical300_seed42,42,0.0935150543228,,partial_seed_coverage,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
universe_scaling,u1000-top1000-sparse-evolve-train100-seed123,How does performance change with the number of CAMELS universes?,universes,model=EvolveGCNHRegressor;universes=1000;top_n=1000;normalization=none;hidden_dim=32;num_layers=2;graph_pooling=mean;temporal_pooling=mean;head_type=linear,partly_controlled,EvolveGCNHRegressor,1000,1000,none,mean,mean,linear,"42,123,2025",3,,0.17931519587,0.249828261677,0.270427261708,0.385720624074,-15.2098710477,49.2549929248,evolvegcn_h_u1000_top1000_sparse_train700_seed42_none_h32_l2_mean_temporal_mean_linear,42,0.0554427435594,,complete,See raw metrics; comparison requires matching sibling family rows.,Configs do not save git commit or exact command line.
