universe_id,omega_m_0.20000,omega_m_0.25000,omega_m_0.51209,omega_m_0.75065,omega_m_1.00000,minimum,maximum,spread,consistent,catalogues_checked,header_key
LH_20,0.13980000000000001,0.13980000000000001,0.13980000000000001,0.13980000000000001,0.13980000000000001,0.13980000000000001,0.13980000000000001,0,True,5,Omega_M
LH_21,0.13420000000000001,0.13420000000000001,0.13420000000000001,0.13420000000000001,0.13420000000000001,0.13420000000000001,0.13420000000000001,0,True,5,Omega_M
LH_22,0.17380000000000001,0.17380000000000001,0.17380000000000001,0.17380000000000001,0.17380000000000001,0.17380000000000001,0.17380000000000001,0,True,5,Omega_M
LH_23,0.36420000000000002,0.36420000000000002,0.36420000000000002,0.36420000000000002,0.36420000000000002,0.36420000000000002,0.36420000000000002,0,True,5,Omega_M
LH_24,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0.1966,0,True,5,Omega_M
LH_25,0.3226,0.3226,0.3226,0.3226,0.3226,0.3226,0.3226,0,True,5,Omega_M
LH_26,0.17979999999999999,0.17979999999999999,0.17979999999999999,0.17979999999999999,0.17979999999999999,0.17979999999999999,0.17979999999999999,0,True,5,Omega_M
LH_27,0.38179999999999997,0.38179999999999997,0.38179999999999997,0.38179999999999997,0.38179999999999997,0.38179999999999997,0.38179999999999997,0,True,5,Omega_M
LH_28,0.26700000000000002,0.26700000000000002,0.26700000000000002,0.26700000000000002,0.26700000000000002,0.26700000000000002,0.26700000000000002,0,True,5,Omega_M
LH_29,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0,True,5,Omega_M
LH_30,0.13700000000000001,0.13700000000000001,0.13700000000000001,0.13700000000000001,0.13700000000000001,0.13700000000000001,0.13700000000000001,0,True,5,Omega_M
LH_31,0.49780000000000002,0.49780000000000002,0.49780000000000002,0.49780000000000002,0.49780000000000002,0.49780000000000002,0.49780000000000002,0,True,5,Omega_M
LH_32,0.29980000000000001,0.29980000000000001,0.29980000000000001,0.29980000000000001,0.29980000000000001,0.29980000000000001,0.29980000000000001,0,True,5,Omega_M
LH_33,0.4778,0.4778,0.4778,0.4778,0.4778,0.4778,0.4778,0,True,5,Omega_M
LH_34,0.25380000000000003,0.25380000000000003,0.25380000000000003,0.25380000000000003,0.25380000000000003,0.25380000000000003,0.25380000000000003,0,True,5,Omega_M
