graph_pooling,seed,universe_id,target,residual
mean,123,LH_234,0.10740000009536743,0.03258627653121948
mean,123,LH_360,0.12860000133514404,0.11812283098697662
mean,123,LH_13,0.26899999380111694,0.02161654829978943
mean,123,LH_372,0.2282000035047531,0.005641505122184753
mean,123,LH_643,0.3630000054836273,0.26613709330558777
mean,123,LH_90,0.13300000131130219,-0.025582581758499146
mean,123,LH_600,0.49219998717308044,-0.027790755033493042
mean,123,LH_193,0.38420000672340393,-0.05846866965293884
mean,123,LH_16,0.16580000519752502,-0.009381413459777832
mean,123,LH_344,0.38100001215934753,0.15227189660072327
mean,123,LH_586,0.14020000398159027,0.12754462659358978
mean,123,LH_396,0.3578000068664551,0.05112195014953613
mean,123,LH_467,0.23019999265670776,0.028389722108840942
mean,123,LH_75,0.13779999315738678,0.032831862568855286
mean,123,LH_400,0.3781999945640564,0.051259756088256836
mean,123,LH_567,0.19699999690055847,0.04121693968772888
mean,123,LH_734,0.3253999948501587,0.009654998779296875
mean,123,LH_342,0.10939999669790268,0.08270251005887985
mean,123,LH_174,0.4302000105381012,-0.11756739020347595
mean,123,LH_268,0.29260000586509705,0.049860209226608276
mean,123,LH_673,0.12939999997615814,-0.02137795090675354
mean,123,LH_498,0.2637999951839447,0.07862156629562378
mean,123,LH_84,0.15139999985694885,0.12218508124351501
mean,123,LH_185,0.44179999828338623,-0.07563811540603638
mean,123,LH_660,0.2513999938964844,0.08280622959136963
mean,123,LH_32,0.29980000853538513,-0.04534664750099182
mean,123,LH_522,0.10140000283718109,-0.0439290851354599
mean,123,LH_383,0.3889999985694885,0.06552749872207642
mean,123,LH_429,0.34540000557899475,0.038941144943237305
mean,123,LH_684,0.4602000117301941,0.007935553789138794
mean,123,LH_533,0.3034000098705292,0.10208672285079956
mean,123,LH_497,0.2770000100135803,0.10899761319160461
mean,123,LH_610,0.3425999879837036,0.016092777252197266
mean,123,LH_682,0.2370000034570694,0.11640675365924835
mean,123,LH_653,0.22660000622272491,0.011705830693244934
mean,123,LH_551,0.3921999931335449,0.032415539026260376
mean,123,LH_444,0.17579999566078186,0.011040478944778442
mean,123,LH_525,0.3653999865055084,-0.00811392068862915
mean,123,LH_661,0.37459999322891235,-0.025897979736328125
mean,123,LH_407,0.25780001282691956,0.030897408723831177
mean,123,LH_12,0.2913999855518341,0.009464830160140991
mean,123,LH_322,0.10499999672174454,0.05398627370595932
mean,123,LH_578,0.43459999561309814,-0.069827139377594
mean,123,LH_539,0.40459999442100525,0.05067288875579834
mean,123,LH_654,0.44780001044273376,-0.0050356388092041016
mean,123,LH_623,0.1785999983549118,0.010286733508110046
mean,123,LH_211,0.4153999984264374,0.061674803495407104
mean,123,LH_494,0.428600013256073,0.00907278060913086
mean,123,LH_534,0.16660000383853912,0.003761306405067444
mean,123,LH_351,0.4505999982357025,0.04752838611602783
mean,123,LH_312,0.1754000037908554,0.03317232429981232
mean,123,LH_37,0.11100000143051147,0.048554182052612305
mean,123,LH_480,0.21459999680519104,-0.09647989273071289
mean,123,LH_271,0.3862000107765198,0.031601518392562866
mean,123,LH_488,0.21979999542236328,0.07152938842773438
mean,123,LH_587,0.3758000135421753,-0.16739356517791748
mean,123,LH_440,0.13899999856948853,0.07813633978366852
mean,123,LH_298,0.2709999978542328,-0.027954936027526855
mean,123,LH_21,0.13420000672340393,0.056147634983062744
mean,123,LH_129,0.43299999833106995,-0.11172157526016235
mean,123,LH_145,0.121799997985363,0.07781600207090378
mean,123,LH_683,0.32499998807907104,0.053926318883895874
mean,123,LH_94,0.28220000863075256,-0.012138187885284424
mean,123,LH_44,0.2962000072002411,0.03249084949493408
mean,123,LH_104,0.3490000069141388,-0.005240380764007568
mean,123,LH_459,0.3301999866962433,-0.04506048560142517
mean,123,LH_323,0.45660001039505005,0.011852651834487915
mean,123,LH_6,0.12020000070333481,0.04081279784440994
mean,123,LH_71,0.2533999979496002,-0.014713585376739502
mean,123,LH_386,0.25540000200271606,0.03110593557357788
mean,123,LH_611,0.26579999923706055,-0.0307462215423584
mean,123,LH_747,0.321399986743927,0.06119269132614136
mean,123,LH_446,0.17180000245571136,0.025649577379226685
mean,123,LH_1,0.11980000138282776,0.06596283614635468
mean,123,LH_167,0.2549999952316284,-0.028969094157218933
mean,123,LH_251,0.41179999709129333,0.0513080358505249
mean,123,LH_718,0.4690000116825104,-0.15071359276771545
mean,123,LH_341,0.26339998841285706,0.025426536798477173
mean,123,LH_574,0.35659998655319214,-0.030671775341033936
mean,123,LH_345,0.3393999934196472,0.0018507838249206543
mean,123,LH_138,0.39739999175071716,-0.07989147305488586
mean,123,LH_163,0.23420000076293945,0.01830163598060608
mean,123,LH_749,0.26460000872612,0.05087718367576599
mean,123,LH_348,0.3222000002861023,0.0168590247631073
mean,123,LH_340,0.125,0.03569689393043518
mean,123,LH_575,0.31380000710487366,0.06158572435379028
mean,123,LH_549,0.39820000529289246,-0.0602184534072876
mean,123,LH_388,0.16259999573230743,0.05467349290847778
mean,123,LH_39,0.31779998540878296,0.019732356071472168
mean,123,LH_110,0.3361999988555908,0.026893973350524902
mean,123,LH_272,0.2809999883174896,0.057915955781936646
mean,123,LH_417,0.29899999499320984,-0.059825554490089417
mean,123,LH_89,0.334199994802475,-0.04645967483520508
mean,123,LH_274,0.2750000059604645,0.029027163982391357
mean,123,LH_53,0.16859999299049377,0.07976093888282776
mean_max,123,LH_694,0.44699999690055847,-0.12827512621879578
mean_max,123,LH_270,0.11659999936819077,0.020819030702114105
mean_max,123,LH_329,0.20499999821186066,0.0033640116453170776
mean_max,123,LH_208,0.2937999963760376,-0.024324893951416016
mean_max,123,LH_249,0.4666000008583069,-0.055041372776031494
mean_max,123,LH_518,0.3765999972820282,-0.07985028624534607
mean_max,123,LH_630,0.3718000054359436,-0.11707460880279541
mean_max,123,LH_95,0.17059999704360962,-0.06181113421916962
mean_max,123,LH_738,0.38580000400543213,0.011750638484954834
mean_max,123,LH_230,0.10300000011920929,0.09427334368228912
mean_max,123,LH_588,0.3553999960422516,-0.05221566557884216
mean_max,123,LH_558,0.33820000290870667,0.0007619559764862061
mean_max,123,LH_107,0.4185999929904938,-0.08670082688331604
mean_max,123,LH_512,0.4205999970436096,-0.029999732971191406
mean_max,123,LH_704,0.4681999981403351,-0.24344056844711304
mean_max,123,LH_140,0.3725999891757965,-0.07337287068367004
mean_max,123,LH_527,0.3853999972343445,0.0164717435836792
mean_max,123,LH_584,0.16220000386238098,0.24009272456169128
mean_max,123,LH_332,0.3353999853134155,-0.04065436124801636
mean_max,123,LH_703,0.1777999997138977,0.04045286774635315
mean_max,123,LH_162,0.47380000352859497,0.02807992696762085
mean_max,123,LH_28,0.2669999897480011,-0.009896546602249146
mean_max,123,LH_439,0.4957999885082245,-0.10514160990715027
mean_max,123,LH_311,0.10859999805688858,0.07918895035982132
mean_max,123,LH_461,0.4410000145435333,-0.1449429988861084
mean_max,123,LH_460,0.1469999998807907,-0.016568735241889954
mean_max,123,LH_357,0.3970000147819519,-0.0837906002998352
mean_max,123,LH_633,0.3962000012397766,-0.04613751173019409
mean_max,123,LH_465,0.2985999882221222,0.024444609880447388
mean_max,123,LH_139,0.41819998621940613,-0.13081645965576172
mean_max,123,LH_63,0.14180000126361847,0.058661818504333496
mean_max,123,LH_442,0.4733999967575073,-0.04432553052902222
mean_max,123,LH_395,0.46219998598098755,-0.024688124656677246
mean_max,123,LH_170,0.35580000281333923,-0.08995333313941956
mean_max,123,LH_122,0.3001999855041504,0.17163175344467163
mean_max,123,LH_529,0.48539999127388,-0.1041422188282013
mean_max,123,LH_671,0.4325999915599823,0.05330124497413635
mean_max,123,LH_547,0.1809999942779541,0.048298150300979614
mean_max,123,LH_714,0.4869999885559082,-0.14333587884902954
mean_max,123,LH_377,0.18780000507831573,0.09179861843585968
mean_max,123,LH_398,0.13459999859333038,0.02568843960762024
mean_max,123,LH_712,0.18019999563694,0.05960507690906525
mean_max,123,LH_149,0.10899999737739563,0.11260898411273956
mean_max,123,LH_313,0.1242000013589859,0.044182196259498596
mean_max,123,LH_550,0.453000009059906,-0.13130789995193481
mean_max,123,LH_666,0.42340001463890076,-0.03605428338050842
mean_max,123,LH_531,0.17260000109672546,0.004462838172912598
mean_max,123,LH_58,0.19140000641345978,0.15160535275936127
mean_max,123,LH_80,0.4546000063419342,-0.14305761456489563
mean_max,123,LH_240,0.24379999935626984,0.026194080710411072
mean_max,123,LH_381,0.4390000104904175,-0.1272549033164978
mean_max,123,LH_147,0.35019999742507935,-0.08205521106719971
mean_max,123,LH_65,0.2921999990940094,0.013079971075057983
mean_max,123,LH_716,0.131400004029274,0.08576865494251251
mean_max,123,LH_729,0.42419999837875366,0.23880112171173096
mean_max,123,LH_24,0.19660000503063202,0.08553938567638397
mean_max,123,LH_356,0.15299999713897705,0.012897998094558716
mean_max,123,LH_424,0.2085999995470047,0.022877350449562073
mean_max,123,LH_672,0.22300000488758087,0.008633330464363098
mean_max,123,LH_740,0.17100000381469727,-0.07497404515743256
mean_max,123,LH_33,0.47780001163482666,-0.02566581964492798
mean_max,123,LH_483,0.30379998683929443,-0.08256690204143524
mean_max,123,LH_674,0.4790000021457672,-1.0181953608989716
mean_max,123,LH_330,0.4758000075817108,-0.07193097472190857
mean_max,123,LH_29,0.15700000524520874,0.1130167543888092
mean_max,123,LH_413,0.27300000190734863,-0.012760579586029053
mean_max,123,LH_559,0.39340001344680786,-0.12107902765274048
mean_max,123,LH_668,0.31859999895095825,-0.04947957396507263
mean_max,123,LH_724,0.16619999706745148,-0.01379665732383728
mean_max,123,LH_548,0.17419999837875366,0.04655158519744873
mean_max,123,LH_8,0.4018000066280365,-0.03932085633277893
mean_max,123,LH_443,0.36660000681877136,-0.004449605941772461
mean_max,123,LH_677,0.21220000088214874,0.021866202354431152
mean_max,123,LH_679,0.31940001249313354,-0.07542455196380615
mean_max,123,LH_363,0.47859999537467957,-0.20485827326774597
mean_max,123,LH_681,0.3142000138759613,-0.08260709047317505
mean_max,123,LH_64,0.17739999294281006,0.03684575855731964
mean_max,123,LH_111,0.3986000120639801,0.005998581647872925
mean_max,123,LH_0,0.1462000012397766,-0.04145285487174988
mean_max,123,LH_430,0.20900000631809235,0.0021309107542037964
mean_max,123,LH_691,0.40139999985694885,-0.13552150130271912
mean_max,123,LH_278,0.15780000388622284,0.1820598989725113
mean_max,123,LH_656,0.460999995470047,-0.07660391926765442
mean_max,123,LH_262,0.2766000032424927,-0.029380574822425842
mean_max,123,LH_713,0.4498000144958496,-0.132096529006958
mean_max,123,LH_197,0.23579999804496765,0.065167635679245
mean_max,123,LH_667,0.1826000064611435,0.024973616003990173
mean_max,123,LH_137,0.3709999918937683,-0.03955698013305664
mean_max,123,LH_10,0.16019999980926514,0.09769421815872192
mean_max,123,LH_45,0.3181999921798706,0.0811530351638794
mean_max,123,LH_472,0.3601999878883362,-0.14943674206733704
mean_max,123,LH_387,0.4041999876499176,-0.017074137926101685
mean_max,123,LH_455,0.16820000112056732,0.056165069341659546
mean_max,123,LH_741,0.33340001106262207,0.08526194095611572
mean_max,123,LH_157,0.22020000219345093,0.0630873441696167
mean_max,123,LH_181,0.387800008058548,-0.04978272318840027
mean_max,123,LH_495,0.20020000636577606,0.0064111799001693726
mean_max,123,LH_557,0.33059999346733093,0.017707079648971558
mean_max,123,LH_238,0.33180001378059387,-0.02562585473060608
mean_max,123,LH_645,0.31700000166893005,0.08830013871192932
mean_max,123,LH_506,0.3294000029563904,-0.03349781036376953
mean_max,123,LH_294,0.2558000087738037,-0.0900941789150238
mean_max,123,LH_61,0.17499999701976776,0.11593921482563019
mean_max,123,LH_513,0.2029999941587448,0.03664273023605347
mean_max,123,LH_544,0.42500001192092896,-0.14073112607002258
mean_max,123,LH_415,0.44620001316070557,-0.13314831256866455
mean_max,123,LH_234,0.10740000009536743,0.01266159862279892
mean_max,123,LH_360,0.12860000133514404,0.05905458331108093
mean_max,123,LH_13,0.26899999380111694,0.017931073904037476
mean_max,123,LH_372,0.2282000035047531,0.140707328915596
mean_max,123,LH_643,0.3630000054836273,0.14494284987449646
mean_max,123,LH_90,0.13300000131130219,-0.0519082173705101
mean_max,123,LH_600,0.49219998717308044,-0.12731453776359558
mean_max,123,LH_193,0.38420000672340393,-0.08458122611045837
mean_max,123,LH_16,0.16580000519752502,-0.04505735635757446
mean_max,123,LH_344,0.38100001215934753,0.05618366599082947
mean_max,123,LH_586,0.14020000398159027,0.1483014076948166
mean_max,123,LH_396,0.3578000068664551,-0.02967226505279541
mean_max,123,LH_467,0.23019999265670776,0.008633852005004883
mean_max,123,LH_75,0.13779999315738678,0.09632037580013275
mean_max,123,LH_400,0.3781999945640564,0.08646559715270996
mean_max,123,LH_567,0.19699999690055847,0.12175443768501282
mean_max,123,LH_734,0.3253999948501587,-0.048569291830062866
mean_max,123,LH_342,0.10939999669790268,0.10622120648622513
mean_max,123,LH_174,0.4302000105381012,-0.2060786783695221
mean_max,123,LH_268,0.29260000586509705,0.06314072012901306
mean_max,123,LH_673,0.12939999997615814,0.14151431620121002
mean_max,123,LH_498,0.2637999951839447,0.05543819069862366
mean_max,123,LH_84,0.15139999985694885,0.193136066198349
mean_max,123,LH_185,0.44179999828338623,-0.1835140883922577
mean_max,123,LH_660,0.2513999938964844,0.0736762285232544
mean_max,123,LH_32,0.29980000853538513,-0.033742159605026245
mean_max,123,LH_522,0.10140000283718109,0.062358781695365906
mean_max,123,LH_383,0.3889999985694885,-0.06153133511543274
mean_max,123,LH_429,0.34540000557899475,-0.10652008652687073
mean_max,123,LH_684,0.4602000117301941,-0.1174464225769043
mean_max,123,LH_533,0.3034000098705292,0.027202337980270386
mean_max,123,LH_497,0.2770000100135803,-0.041027337312698364
mean_max,123,LH_610,0.3425999879837036,-0.033658623695373535
mean_max,123,LH_682,0.2370000034570694,0.08763204514980316
mean_max,123,LH_653,0.22660000622272491,0.06398139894008636
mean_max,123,LH_551,0.3921999931335449,-0.12291020154953003
mean_max,123,LH_444,0.17579999566078186,0.02904975414276123
mean_max,123,LH_525,0.3653999865055084,0.025121599435806274
mean_max,123,LH_661,0.37459999322891235,-0.046088337898254395
mean_max,123,LH_407,0.25780001282691956,0.006200850009918213
mean_max,123,LH_12,0.2913999855518341,-0.09940013289451599
mean_max,123,LH_322,0.10499999672174454,0.0011981278657913208
mean_max,123,LH_578,0.43459999561309814,-0.1988978087902069
mean_max,123,LH_539,0.40459999442100525,-0.06907176971435547
mean_max,123,LH_654,0.44780001044273376,-0.07961013913154602
mean_max,123,LH_623,0.1785999983549118,0.06014099717140198
mean_max,123,LH_211,0.4153999984264374,-0.07692942023277283
mean_max,123,LH_494,0.428600013256073,0.14430147409439087
mean_max,123,LH_534,0.16660000383853912,0.06071142852306366
mean_max,123,LH_351,0.4505999982357025,-0.001045912504196167
mean_max,123,LH_312,0.1754000037908554,-0.008108764886856079
mean_max,123,LH_37,0.11100000143051147,-0.00023470818996429443
mean_max,123,LH_480,0.21459999680519104,0.3100651800632477
mean_max,123,LH_271,0.3862000107765198,0.017209410667419434
mean_max,123,LH_488,0.21979999542236328,0.027178913354873657
mean_max,123,LH_587,0.3758000135421753,-0.022184312343597412
mean_max,123,LH_440,0.13899999856948853,-0.015597417950630188
mean_max,123,LH_298,0.2709999978542328,-0.04534849524497986
mean_max,123,LH_21,0.13420000672340393,0.06806230545043945
mean_max,123,LH_129,0.43299999833106995,-0.2051214575767517
mean_max,123,LH_145,0.121799997985363,0.13512251526117325
mean_max,123,LH_683,0.32499998807907104,0.01879909634590149
mean_max,123,LH_94,0.28220000863075256,0.015407532453536987
mean_max,123,LH_44,0.2962000072002411,0.01642802357673645
mean_max,123,LH_104,0.3490000069141388,-0.03586617112159729
mean_max,123,LH_459,0.3301999866962433,-0.08246868848800659
mean_max,123,LH_323,0.45660001039505005,0.021113991737365723
mean_max,123,LH_6,0.12020000070333481,0.033849187195301056
mean_max,123,LH_71,0.2533999979496002,0.02374151349067688
mean_max,123,LH_386,0.25540000200271606,-0.029378458857536316
mean_max,123,LH_611,0.26579999923706055,0.019100666046142578
mean_max,123,LH_747,0.321399986743927,-0.01912921667098999
mean_max,123,LH_446,0.17180000245571136,0.01706087589263916
mean_max,123,LH_1,0.11980000138282776,0.2085430920124054
mean_max,123,LH_167,0.2549999952316284,0.04810252785682678
mean_max,123,LH_251,0.41179999709129333,-0.04834523797035217
mean_max,123,LH_718,0.4690000116825104,-0.2186843454837799
mean_max,123,LH_341,0.26339998841285706,-0.009634822607040405
mean_max,123,LH_574,0.35659998655319214,0.032449543476104736
mean_max,123,LH_345,0.3393999934196472,-0.006370604038238525
mean_max,123,LH_138,0.39739999175071716,-0.07260504364967346
mean_max,123,LH_163,0.23420000076293945,0.03879934549331665
mean_max,123,LH_749,0.26460000872612,0.005514472723007202
mean_max,123,LH_348,0.3222000002861023,-0.034469395875930786
mean_max,123,LH_340,0.125,0.10690513253211975
mean_max,123,LH_575,0.31380000710487366,-0.007383584976196289
mean_max,123,LH_549,0.39820000529289246,-0.09146657586097717
mean_max,123,LH_388,0.16259999573230743,0.06503327190876007
mean_max,123,LH_39,0.31779998540878296,0.03263750672340393
mean_max,123,LH_110,0.3361999988555908,-0.09982308745384216
mean_max,123,LH_272,0.2809999883174896,0.03144603967666626
mean_max,123,LH_417,0.29899999499320984,-0.06139993667602539
mean_max,123,LH_89,0.334199994802475,-0.16181670129299164
mean_max,123,LH_274,0.2750000059604645,0.016270309686660767
mean_max,123,LH_53,0.16859999299049377,0.15767747163772583
