graph_pooling,seed,universe_id,target,prediction
mean,123,LH_413,0.27300000190734863,0.3489658236503601
mean,123,LH_559,0.39340001344680786,0.446566641330719
mean,123,LH_668,0.31859999895095825,0.3696441054344177
mean,123,LH_724,0.16619999706745148,0.23098666965961456
mean,123,LH_548,0.17419999837875366,0.22625687718391418
mean,123,LH_8,0.4018000066280365,0.395364910364151
mean,123,LH_443,0.36660000681877136,0.3769944906234741
mean,123,LH_677,0.21220000088214874,0.2713671922683716
mean,123,LH_679,0.31940001249313354,0.3196490406990051
mean,123,LH_363,0.47859999537467957,0.5023746490478516
mean,123,LH_681,0.3142000138759613,0.32428815960884094
mean,123,LH_64,0.17739999294281006,0.19352096319198608
mean,123,LH_111,0.3986000120639801,0.3592737317085266
mean,123,LH_0,0.1462000012397766,0.18609043955802917
mean,123,LH_430,0.20900000631809235,0.22414878010749817
mean,123,LH_691,0.40139999985694885,0.37218689918518066
mean,123,LH_278,0.15780000388622284,0.21958863735198975
mean,123,LH_656,0.460999995470047,0.3841697871685028
mean,123,LH_262,0.2766000032424927,0.2277745008468628
mean,123,LH_713,0.4498000144958496,0.42664846777915955
mean,123,LH_197,0.23579999804496765,0.26598042249679565
mean,123,LH_667,0.1826000064611435,0.264165461063385
mean,123,LH_137,0.3709999918937683,0.36363744735717773
mean,123,LH_10,0.16019999980926514,0.27868223190307617
mean,123,LH_45,0.3181999921798706,0.419895738363266
mean,123,LH_472,0.3601999878883362,0.3514811098575592
mean,123,LH_387,0.4041999876499176,0.36047202348709106
mean,123,LH_455,0.16820000112056732,0.13497331738471985
mean,123,LH_741,0.33340001106262207,0.41409555077552795
mean,123,LH_157,0.22020000219345093,0.20352551341056824
mean,123,LH_181,0.387800008058548,0.5037007331848145
mean,123,LH_495,0.20020000636577606,0.20728948712348938
mean,123,LH_557,0.33059999346733093,0.3509179949760437
mean,123,LH_238,0.33180001378059387,0.3040508031845093
mean,123,LH_645,0.31700000166893005,0.41321203112602234
mean,123,LH_506,0.3294000029563904,0.41792958974838257
mean,123,LH_294,0.2558000087738037,0.2133946567773819
mean,123,LH_61,0.17499999701976776,0.3230190873146057
mean,123,LH_513,0.2029999941587448,0.28372639417648315
mean,123,LH_544,0.42500001192092896,0.3422156572341919
mean,123,LH_415,0.44620001316070557,0.40570127964019775
mean,123,LH_234,0.10740000009536743,0.13998627662658691
mean,123,LH_360,0.12860000133514404,0.24672283232212067
mean,123,LH_13,0.26899999380111694,0.29061654210090637
mean,123,LH_372,0.2282000035047531,0.23384150862693787
mean,123,LH_643,0.3630000054836273,0.6291370987892151
mean,123,LH_90,0.13300000131130219,0.10741741955280304
mean,123,LH_600,0.49219998717308044,0.4644092321395874
mean,123,LH_193,0.38420000672340393,0.3257313370704651
mean,123,LH_16,0.16580000519752502,0.1564185917377472
mean,123,LH_344,0.38100001215934753,0.5332719087600708
mean,123,LH_586,0.14020000398159027,0.26774463057518005
mean,123,LH_396,0.3578000068664551,0.4089219570159912
mean,123,LH_467,0.23019999265670776,0.2585897147655487
mean,123,LH_75,0.13779999315738678,0.17063185572624207
mean,123,LH_400,0.3781999945640564,0.42945975065231323
mean,123,LH_567,0.19699999690055847,0.23821693658828735
mean,123,LH_734,0.3253999948501587,0.33505499362945557
mean,123,LH_342,0.10939999669790268,0.19210250675678253
mean,123,LH_174,0.4302000105381012,0.31263262033462524
mean,123,LH_268,0.29260000586509705,0.3424602150917053
mean,123,LH_673,0.12939999997615814,0.1080220490694046
mean,123,LH_498,0.2637999951839447,0.3424215614795685
mean,123,LH_84,0.15139999985694885,0.27358508110046387
mean,123,LH_185,0.44179999828338623,0.36616188287734985
mean,123,LH_660,0.2513999938964844,0.334206223487854
mean,123,LH_32,0.29980000853538513,0.2544533610343933
mean,123,LH_522,0.10140000283718109,0.05747091770172119
mean,123,LH_383,0.3889999985694885,0.45452749729156494
mean,123,LH_429,0.34540000557899475,0.38434115052223206
mean,123,LH_684,0.4602000117301941,0.4681355655193329
mean,123,LH_533,0.3034000098705292,0.40548673272132874
mean,123,LH_497,0.2770000100135803,0.38599762320518494
mean,123,LH_610,0.3425999879837036,0.3586927652359009
mean,123,LH_682,0.2370000034570694,0.35340675711631775
mean,123,LH_653,0.22660000622272491,0.23830583691596985
mean,123,LH_551,0.3921999931335449,0.4246155321598053
mean,123,LH_444,0.17579999566078186,0.1868404746055603
mean,123,LH_525,0.3653999865055084,0.3572860658168793
mean,123,LH_661,0.37459999322891235,0.34870201349258423
mean,123,LH_407,0.25780001282691956,0.28869742155075073
mean,123,LH_12,0.2913999855518341,0.3008648157119751
mean,123,LH_322,0.10499999672174454,0.15898627042770386
mean,123,LH_578,0.43459999561309814,0.36477285623550415
mean,123,LH_539,0.40459999442100525,0.4552728831768036
mean,123,LH_654,0.44780001044273376,0.44276437163352966
mean,123,LH_623,0.1785999983549118,0.18888673186302185
mean,123,LH_211,0.4153999984264374,0.4770748019218445
mean,123,LH_494,0.428600013256073,0.43767279386520386
mean,123,LH_534,0.16660000383853912,0.17036131024360657
mean,123,LH_351,0.4505999982357025,0.49812838435173035
mean,123,LH_312,0.1754000037908554,0.20857232809066772
mean,123,LH_37,0.11100000143051147,0.15955418348312378
mean,123,LH_480,0.21459999680519104,0.11812010407447815
mean,123,LH_271,0.3862000107765198,0.41780152916908264
mean,123,LH_488,0.21979999542236328,0.29132938385009766
mean,123,LH_587,0.3758000135421753,0.2084064483642578
mean,123,LH_440,0.13899999856948853,0.21713633835315704
mean,123,LH_298,0.2709999978542328,0.24304506182670593
mean,123,LH_21,0.13420000672340393,0.19034764170646667
mean,123,LH_129,0.43299999833106995,0.3212784230709076
mean,123,LH_145,0.121799997985363,0.19961600005626678
mean,123,LH_683,0.32499998807907104,0.3789263069629669
mean,123,LH_94,0.28220000863075256,0.27006182074546814
mean,123,LH_44,0.2962000072002411,0.32869085669517517
mean,123,LH_104,0.3490000069141388,0.3437596261501312
mean,123,LH_459,0.3301999866962433,0.2851395010948181
mean,123,LH_323,0.45660001039505005,0.46845266222953796
mean,123,LH_6,0.12020000070333481,0.16101279854774475
mean,123,LH_71,0.2533999979496002,0.23868641257286072
mean,123,LH_386,0.25540000200271606,0.28650593757629395
mean,123,LH_611,0.26579999923706055,0.23505377769470215
mean,123,LH_747,0.321399986743927,0.38259267807006836
mean,123,LH_446,0.17180000245571136,0.19744957983493805
mean,123,LH_1,0.11980000138282776,0.18576283752918243
mean,123,LH_167,0.2549999952316284,0.22603090107440948
mean,123,LH_251,0.41179999709129333,0.46310803294181824
mean,123,LH_718,0.4690000116825104,0.3182864189147949
mean,123,LH_341,0.26339998841285706,0.28882652521133423
mean,123,LH_574,0.35659998655319214,0.3259282112121582
mean,123,LH_345,0.3393999934196472,0.34125077724456787
mean,123,LH_138,0.39739999175071716,0.3175085186958313
mean,123,LH_163,0.23420000076293945,0.25250163674354553
mean,123,LH_749,0.26460000872612,0.315477192401886
mean,123,LH_348,0.3222000002861023,0.3390590250492096
mean,123,LH_340,0.125,0.16069689393043518
mean,123,LH_575,0.31380000710487366,0.37538573145866394
mean,123,LH_549,0.39820000529289246,0.33798155188560486
mean,123,LH_388,0.16259999573230743,0.21727348864078522
mean,123,LH_39,0.31779998540878296,0.3375323414802551
mean,123,LH_110,0.3361999988555908,0.3630939722061157
mean,123,LH_272,0.2809999883174896,0.33891594409942627
mean,123,LH_417,0.29899999499320984,0.23917444050312042
mean,123,LH_89,0.334199994802475,0.2877403199672699
mean,123,LH_274,0.2750000059604645,0.30402716994285583
mean,123,LH_53,0.16859999299049377,0.24836093187332153
mean_max,123,LH_694,0.44699999690055847,0.3187248706817627
mean_max,123,LH_270,0.11659999936819077,0.13741903007030487
mean_max,123,LH_329,0.20499999821186066,0.20836400985717773
mean_max,123,LH_208,0.2937999963760376,0.2694751024246216
mean_max,123,LH_249,0.4666000008583069,0.4115586280822754
mean_max,123,LH_518,0.3765999972820282,0.29674971103668213
mean_max,123,LH_630,0.3718000054359436,0.2547253966331482
mean_max,123,LH_95,0.17059999704360962,0.10878886282444
mean_max,123,LH_738,0.38580000400543213,0.39755064249038696
mean_max,123,LH_230,0.10300000011920929,0.1972733438014984
mean_max,123,LH_588,0.3553999960422516,0.3031843304634094
mean_max,123,LH_558,0.33820000290870667,0.33896195888519287
mean_max,123,LH_107,0.4185999929904938,0.33189916610717773
mean_max,123,LH_512,0.4205999970436096,0.3906002640724182
mean_max,123,LH_704,0.4681999981403351,0.22475942969322205
mean_max,123,LH_140,0.3725999891757965,0.29922711849212646
mean_max,123,LH_527,0.3853999972343445,0.4018717408180237
mean_max,123,LH_584,0.16220000386238098,0.40229272842407227
mean_max,123,LH_332,0.3353999853134155,0.29474562406539917
mean_max,123,LH_703,0.1777999997138977,0.21825286746025085
mean_max,123,LH_162,0.47380000352859497,0.5018799304962158
mean_max,123,LH_28,0.2669999897480011,0.25710344314575195
mean_max,123,LH_439,0.4957999885082245,0.3906583786010742
mean_max,123,LH_311,0.10859999805688858,0.1877889484167099
mean_max,123,LH_461,0.4410000145435333,0.2960570156574249
mean_max,123,LH_460,0.1469999998807907,0.13043126463890076
mean_max,123,LH_357,0.3970000147819519,0.3132094144821167
mean_max,123,LH_633,0.3962000012397766,0.3500624895095825
mean_max,123,LH_465,0.2985999882221222,0.3230445981025696
mean_max,123,LH_139,0.41819998621940613,0.2873835265636444
mean_max,123,LH_63,0.14180000126361847,0.20046181976795197
mean_max,123,LH_442,0.4733999967575073,0.4290744662284851
mean_max,123,LH_395,0.46219998598098755,0.4375118613243103
mean_max,123,LH_170,0.35580000281333923,0.2658466696739197
mean_max,123,LH_122,0.3001999855041504,0.471831738948822
mean_max,123,LH_529,0.48539999127388,0.3812577724456787
mean_max,123,LH_671,0.4325999915599823,0.48590123653411865
mean_max,123,LH_547,0.1809999942779541,0.22929814457893372
mean_max,123,LH_714,0.4869999885559082,0.34366410970687866
mean_max,123,LH_377,0.18780000507831573,0.2795986235141754
mean_max,123,LH_398,0.13459999859333038,0.16028843820095062
mean_max,123,LH_712,0.18019999563694,0.23980507254600525
mean_max,123,LH_149,0.10899999737739563,0.2216089814901352
mean_max,123,LH_313,0.1242000013589859,0.1683821976184845
mean_max,123,LH_550,0.453000009059906,0.3216921091079712
mean_max,123,LH_666,0.42340001463890076,0.38734573125839233
mean_max,123,LH_531,0.17260000109672546,0.17706283926963806
mean_max,123,LH_58,0.19140000641345978,0.34300535917282104
mean_max,123,LH_80,0.4546000063419342,0.3115423917770386
mean_max,123,LH_240,0.24379999935626984,0.2699940800666809
mean_max,123,LH_381,0.4390000104904175,0.3117451071739197
mean_max,123,LH_147,0.35019999742507935,0.26814478635787964
mean_max,123,LH_65,0.2921999990940094,0.3052799701690674
mean_max,123,LH_716,0.131400004029274,0.2171686589717865
mean_max,123,LH_729,0.42419999837875366,0.6630011200904846
mean_max,123,LH_24,0.19660000503063202,0.282139390707016
mean_max,123,LH_356,0.15299999713897705,0.16589799523353577
mean_max,123,LH_424,0.2085999995470047,0.23147734999656677
mean_max,123,LH_672,0.22300000488758087,0.23163333535194397
mean_max,123,LH_740,0.17100000381469727,0.09602595865726471
mean_max,123,LH_33,0.47780001163482666,0.4521341919898987
mean_max,123,LH_483,0.30379998683929443,0.2212330847978592
mean_max,123,LH_674,0.4790000021457672,-0.5391953587532043
mean_max,123,LH_330,0.4758000075817108,0.40386903285980225
mean_max,123,LH_29,0.15700000524520874,0.27001675963401794
mean_max,123,LH_413,0.27300000190734863,0.2602394223213196
mean_max,123,LH_559,0.39340001344680786,0.2723209857940674
mean_max,123,LH_668,0.31859999895095825,0.2691204249858856
mean_max,123,LH_724,0.16619999706745148,0.1524033397436142
mean_max,123,LH_548,0.17419999837875366,0.2207515835762024
mean_max,123,LH_8,0.4018000066280365,0.36247915029525757
mean_max,123,LH_443,0.36660000681877136,0.3621504008769989
mean_max,123,LH_677,0.21220000088214874,0.2340662032365799
mean_max,123,LH_679,0.31940001249313354,0.2439754605293274
mean_max,123,LH_363,0.47859999537467957,0.2737417221069336
mean_max,123,LH_681,0.3142000138759613,0.23159292340278625
mean_max,123,LH_64,0.17739999294281006,0.2142457515001297
mean_max,123,LH_111,0.3986000120639801,0.404598593711853
mean_max,123,LH_0,0.1462000012397766,0.10474714636802673
mean_max,123,LH_430,0.20900000631809235,0.21113091707229614
mean_max,123,LH_691,0.40139999985694885,0.26587849855422974
mean_max,123,LH_278,0.15780000388622284,0.33985990285873413
mean_max,123,LH_656,0.460999995470047,0.3843960762023926
mean_max,123,LH_262,0.2766000032424927,0.24721942842006683
mean_max,123,LH_713,0.4498000144958496,0.3177034854888916
mean_max,123,LH_197,0.23579999804496765,0.30096763372421265
mean_max,123,LH_667,0.1826000064611435,0.20757362246513367
mean_max,123,LH_137,0.3709999918937683,0.33144301176071167
mean_max,123,LH_10,0.16019999980926514,0.25789421796798706
mean_max,123,LH_45,0.3181999921798706,0.39935302734375
mean_max,123,LH_472,0.3601999878883362,0.21076324582099915
mean_max,123,LH_387,0.4041999876499176,0.3871258497238159
mean_max,123,LH_455,0.16820000112056732,0.22436507046222687
mean_max,123,LH_741,0.33340001106262207,0.4186619520187378
mean_max,123,LH_157,0.22020000219345093,0.2832873463630676
mean_max,123,LH_181,0.387800008058548,0.3380172848701477
mean_max,123,LH_495,0.20020000636577606,0.20661118626594543
mean_max,123,LH_557,0.33059999346733093,0.3483070731163025
mean_max,123,LH_238,0.33180001378059387,0.3061741590499878
mean_max,123,LH_645,0.31700000166893005,0.4053001403808594
mean_max,123,LH_506,0.3294000029563904,0.29590219259262085
mean_max,123,LH_294,0.2558000087738037,0.1657058298587799
mean_max,123,LH_61,0.17499999701976776,0.29093921184539795
mean_max,123,LH_513,0.2029999941587448,0.23964272439479828
mean_max,123,LH_544,0.42500001192092896,0.28426888585090637
mean_max,123,LH_415,0.44620001316070557,0.313051700592041
mean_max,123,LH_234,0.10740000009536743,0.12006159871816635
mean_max,123,LH_360,0.12860000133514404,0.18765458464622498
mean_max,123,LH_13,0.26899999380111694,0.2869310677051544
mean_max,123,LH_372,0.2282000035047531,0.3689073324203491
mean_max,123,LH_643,0.3630000054836273,0.5079428553581238
mean_max,123,LH_90,0.13300000131130219,0.08109178394079208
mean_max,123,LH_600,0.49219998717308044,0.36488544940948486
mean_max,123,LH_193,0.38420000672340393,0.29961878061294556
mean_max,123,LH_16,0.16580000519752502,0.12074264883995056
mean_max,123,LH_344,0.38100001215934753,0.437183678150177
mean_max,123,LH_586,0.14020000398159027,0.28850141167640686
mean_max,123,LH_396,0.3578000068664551,0.32812774181365967
mean_max,123,LH_467,0.23019999265670776,0.23883384466171265
mean_max,123,LH_75,0.13779999315738678,0.23412036895751953
mean_max,123,LH_400,0.3781999945640564,0.46466559171676636
mean_max,123,LH_567,0.19699999690055847,0.3187544345855713
mean_max,123,LH_734,0.3253999948501587,0.2768307030200958
mean_max,123,LH_342,0.10939999669790268,0.2156212031841278
mean_max,123,LH_174,0.4302000105381012,0.2241213321685791
mean_max,123,LH_268,0.29260000586509705,0.3557407259941101
mean_max,123,LH_673,0.12939999997615814,0.27091431617736816
mean_max,123,LH_498,0.2637999951839447,0.31923818588256836
mean_max,123,LH_84,0.15139999985694885,0.34453606605529785
mean_max,123,LH_185,0.44179999828338623,0.25828590989112854
mean_max,123,LH_660,0.2513999938964844,0.32507622241973877
mean_max,123,LH_32,0.29980000853538513,0.2660578489303589
mean_max,123,LH_522,0.10140000283718109,0.163758784532547
mean_max,123,LH_383,0.3889999985694885,0.3274686634540558
mean_max,123,LH_429,0.34540000557899475,0.23887991905212402
mean_max,123,LH_684,0.4602000117301941,0.3427535891532898
mean_max,123,LH_533,0.3034000098705292,0.33060234785079956
mean_max,123,LH_497,0.2770000100135803,0.23597267270088196
mean_max,123,LH_610,0.3425999879837036,0.3089413642883301
mean_max,123,LH_682,0.2370000034570694,0.32463204860687256
mean_max,123,LH_653,0.22660000622272491,0.2905814051628113
mean_max,123,LH_551,0.3921999931335449,0.2692897915840149
mean_max,123,LH_444,0.17579999566078186,0.2048497498035431
mean_max,123,LH_525,0.3653999865055084,0.3905215859413147
mean_max,123,LH_661,0.37459999322891235,0.32851165533065796
mean_max,123,LH_407,0.25780001282691956,0.26400086283683777
mean_max,123,LH_12,0.2913999855518341,0.19199985265731812
mean_max,123,LH_322,0.10499999672174454,0.10619812458753586
mean_max,123,LH_578,0.43459999561309814,0.23570218682289124
mean_max,123,LH_539,0.40459999442100525,0.3355282247066498
mean_max,123,LH_654,0.44780001044273376,0.36818987131118774
mean_max,123,LH_623,0.1785999983549118,0.23874099552631378
mean_max,123,LH_211,0.4153999984264374,0.33847057819366455
mean_max,123,LH_494,0.428600013256073,0.5729014873504639
mean_max,123,LH_534,0.16660000383853912,0.22731143236160278
mean_max,123,LH_351,0.4505999982357025,0.44955408573150635
mean_max,123,LH_312,0.1754000037908554,0.16729123890399933
mean_max,123,LH_37,0.11100000143051147,0.11076529324054718
mean_max,123,LH_480,0.21459999680519104,0.5246651768684387
mean_max,123,LH_271,0.3862000107765198,0.4034094214439392
mean_max,123,LH_488,0.21979999542236328,0.24697890877723694
mean_max,123,LH_587,0.3758000135421753,0.3536157011985779
mean_max,123,LH_440,0.13899999856948853,0.12340258061885834
mean_max,123,LH_298,0.2709999978542328,0.22565150260925293
mean_max,123,LH_21,0.13420000672340393,0.20226231217384338
mean_max,123,LH_129,0.43299999833106995,0.22787854075431824
mean_max,123,LH_145,0.121799997985363,0.25692251324653625
mean_max,123,LH_683,0.32499998807907104,0.34379908442497253
mean_max,123,LH_94,0.28220000863075256,0.29760754108428955
mean_max,123,LH_44,0.2962000072002411,0.31262803077697754
mean_max,123,LH_104,0.3490000069141388,0.3131338357925415
mean_max,123,LH_459,0.3301999866962433,0.2477312982082367
mean_max,123,LH_323,0.45660001039505005,0.47771400213241577
mean_max,123,LH_6,0.12020000070333481,0.15404918789863586
mean_max,123,LH_71,0.2533999979496002,0.2771415114402771
mean_max,123,LH_386,0.25540000200271606,0.22602154314517975
mean_max,123,LH_611,0.26579999923706055,0.2849006652832031
mean_max,123,LH_747,0.321399986743927,0.302270770072937
mean_max,123,LH_446,0.17180000245571136,0.18886087834835052
mean_max,123,LH_1,0.11980000138282776,0.32834309339523315
mean_max,123,LH_167,0.2549999952316284,0.3031025230884552
mean_max,123,LH_251,0.41179999709129333,0.36345475912094116
mean_max,123,LH_718,0.4690000116825104,0.25031566619873047
mean_max,123,LH_341,0.26339998841285706,0.25376516580581665
mean_max,123,LH_574,0.35659998655319214,0.3890495300292969
mean_max,123,LH_345,0.3393999934196472,0.3330293893814087
mean_max,123,LH_138,0.39739999175071716,0.3247949481010437
mean_max,123,LH_163,0.23420000076293945,0.2729993462562561
mean_max,123,LH_749,0.26460000872612,0.2701144814491272
mean_max,123,LH_348,0.3222000002861023,0.2877306044101715
mean_max,123,LH_340,0.125,0.23190513253211975
mean_max,123,LH_575,0.31380000710487366,0.30641642212867737
mean_max,123,LH_549,0.39820000529289246,0.3067334294319153
mean_max,123,LH_388,0.16259999573230743,0.2276332676410675
mean_max,123,LH_39,0.31779998540878296,0.3504374921321869
mean_max,123,LH_110,0.3361999988555908,0.23637691140174866
mean_max,123,LH_272,0.2809999883174896,0.3124460279941559
mean_max,123,LH_417,0.29899999499320984,0.23760005831718445
mean_max,123,LH_89,0.334199994802475,0.17238329350948334
mean_max,123,LH_274,0.2750000059604645,0.29127031564712524
mean_max,123,LH_53,0.16859999299049377,0.3262774646282196
